450948,nephilidae,P34931,A8E1H1
450948,nephilidae,Q4G0F5,A8E1H1
450948,nephilidae,Q96QK1,A8E1H1
10292,herpesviridae,Q9Y5S1,P0C6Z1
10292,herpesviridae,Q5QNW6,Q8AZK7
10292,herpesviridae,O15127,P0C737
10292,herpesviridae,Q8N726,Q1HVI8
10292,herpesviridae,Q12805,P0C705
10292,herpesviridae,Q27J81,P0CK48
10292,herpesviridae,P30530,P0CK57
10292,herpesviridae,Q4G0N4,P90463
10292,herpesviridae,Q16635,P12977
10292,herpesviridae,P11021,Q6SW29
10292,herpesviridae,O43592,Q8AZK7
10292,herpesviridae,Q68CZ2,P0CK57
10292,herpesviridae,P08579,Q1HVI8
10292,herpesviridae,Q92616,P0CK57
10292,herpesviridae,O14733,P0C788
10292,herpesviridae,Q8IYX8,P0C6Z9
10292,herpesviridae,Q9NQC3,P0CK48
10292,herpesviridae,O14735,P0CK50
10292,herpesviridae,P12109,P0CK50
10292,herpesviridae,Q9BRK4,P03188
10292,herpesviridae,P02751,P0C6Z1
10292,herpesviridae,Q15293,Q1HVI8
10292,herpesviridae,Q08380,P13285
10292,herpesviridae,Q9UBU9,P09503
10292,herpesviridae,P40763,Q9QR71
10292,herpesviridae,P49916,Q9QR71
10292,herpesviridae,Q00610,Q8AZK7
10292,herpesviridae,Q15233,Q8AZK7
10292,herpesviridae,Q92985,P0C726
10292,herpesviridae,Q9Y6C9,P0CK57
10292,herpesviridae,A1KXE4,P03188
10292,herpesviridae,Q06330,Q69140
10292,herpesviridae,P38435,P0CK57
10292,herpesviridae,Q9GZU8,Q1HVJ2
10292,herpesviridae,Q15691,Q04360
10292,herpesviridae,P09543,P0CK50
10292,herpesviridae,Q00341,P0CK57
10292,herpesviridae,O00410,P0C737
10292,herpesviridae,P98194,P0CK57
10292,herpesviridae,P32969,P04487
10292,herpesviridae,Q9GZT4,P0C788
10292,herpesviridae,Q9UHD8,Q1HVJ0
10292,herpesviridae,O00182,P03230
10292,herpesviridae,Q00403,Q69022
10292,herpesviridae,O15162,P0C723
10292,herpesviridae,Q9H2V7,P0C6Z1
10292,herpesviridae,P26196,P0C6Z1
10292,herpesviridae,Q9H270,Q1HVD1
10292,herpesviridae,Q9UBX5,P03188
10292,herpesviridae,Q10472,P0C737
10292,herpesviridae,Q9NSC5,Q1HVE9
10292,herpesviridae,P23634,P0C737
10292,herpesviridae,P40938,Q8AZK7
10292,herpesviridae,Q5UCC4,Q98146
10292,herpesviridae,Q9BTM1,P04487
10292,herpesviridae,P30626,P03211
10292,herpesviridae,O43164,P0CK57
10292,herpesviridae,Q8WV28,P03211
10292,herpesviridae,P58876,P04487
10292,herpesviridae,Q09328,Q98146
10292,herpesviridae,O14654,P04413
10292,herpesviridae,Q9Y673,P0C737
10292,herpesviridae,P62316,Q8AZK7
10292,herpesviridae,O14920,F5HEZ4
10292,herpesviridae,P78357,P0CK57
10292,herpesviridae,O43164,Q1HVD3
10292,herpesviridae,P63279,Q1HVH2
10292,herpesviridae,Q9UKA4,P0CK57
10292,herpesviridae,Q9BQA1,Q1HVI8
10292,herpesviridae,Q9UQ13,Q2HRC8
10292,herpesviridae,P24928,F5HFD2
10292,herpesviridae,O75165,Q1HVI8
10292,herpesviridae,Q9Y230,P0CK57
10292,herpesviridae,Q93062,Q1HVD3
10292,herpesviridae,Q27J81,P0CK57
10292,herpesviridae,O00505,Q2HRC8
10292,herpesviridae,O15027,Q8AZK7
10292,herpesviridae,Q71UM5,P0C737
10292,herpesviridae,P28300,P0C737
10292,herpesviridae,P28300,Q1HVI8
10292,herpesviridae,Q9NYU1,Q1HVD3
10292,herpesviridae,Q04721,P0C6Z1
10292,herpesviridae,P18859,P0C737
10292,herpesviridae,P0DMV9,Q1HVI8
10292,herpesviridae,P52294,Q2HRB6
10292,herpesviridae,Q9NX63,P0C737
10292,herpesviridae,Q16527,Q1HVD1
10292,herpesviridae,P52292,P03211
10292,herpesviridae,Q99460,Q1HVD3
10292,herpesviridae,O75907,P0C737
10292,herpesviridae,Q3KQU3,Q1HVD3
10292,herpesviridae,Q5JTV8,Q1HVJ2
10292,herpesviridae,Q9BUN8,Q6SVZ5
10292,herpesviridae,O00471,P0C6Z1
10292,herpesviridae,P38159,Q1HVH2
10292,herpesviridae,Q9BQB6,Q1HVJ2
10292,herpesviridae,P28799,P03186
10292,herpesviridae,P28062,Q1HVJ2
10292,herpesviridae,Q96CS3,Q1HVJ2
10292,herpesviridae,P25788,P0C742
10292,herpesviridae,O75953,Q8AZK7
10292,herpesviridae,Q9Y5V3,Q69140
10292,herpesviridae,Q8N6L0,P0C737
10292,herpesviridae,Q9Y371,P0C723
10292,herpesviridae,Q9UBB4,Q2HRD4
10292,herpesviridae,Q8N2S1,P03188
10292,herpesviridae,Q7Z6G3,P0C763
10292,herpesviridae,P51149,Q77Q36
10292,herpesviridae,P22105,P0C6Z1
10292,herpesviridae,P0CG48,Q1HVI8
10292,herpesviridae,Q8NCM8,P04487
10292,herpesviridae,P00403,P0C6Z1
10292,herpesviridae,Q9Y6N5,Q1HVI8
10292,herpesviridae,Q9BQB6,P0CK57
10292,herpesviridae,Q13077,P0C763
