A0A0A0MS80	P56705
A0A0A0MS80	P56705
A0A0A0MS80	P56705
A0A0A0MS80	P56705
A0A0C4DG91	P48047
A0A0C4DG91	P48047
A0A0C4DG91	P48047
A0A0C4DG91	P48047
A0A0G2JHK4	P08238
A0A0G2JHK4	P08238
A0A0G2JHK4	P08238
A0A0G2JHK4	P08238
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q9UBB9
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A1B0GWI1	Q15323
A0A024R4Q5	Q9UBB9
A0A024R4Q5	Q9UBB9
A0A024R4Q5	Q9UBB9
A0A024R4Q5	Q9UBB9
A0A024R4Q5	Q9UBB9
A0A024R4Q5	Q9UBB9
A0A024R4Q5	Q9UBB9
A0A024R4Q5	Q9UBB9
A0A024R493	Q07283
A0A024R493	Q07283
A0A024R493	Q07283
A0A024R493	Q07283
A0A024R493	Q14525
A0A024R493	Q14525
A0A024R493	Q14525
A0A024R493	Q14525
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RA76	O00560
A0A024RC46	Q92731
A0A024RC46	Q92731
A0A024RC46	Q92731
A0A024RC46	Q92731
A0AV96	Q92731
A0AV96	Q92731
A0AV96	Q92731
A0AV96	Q92731
A0AVI4	Q15198
A0AVI4	Q15198
A0AVI4	Q15198
A0AVI4	Q15198
A0AVI4	Q15198
A0AVI4	Q15198
A0AVI4	Q15198
A0AVI4	Q15198
A0AVK6	P05067
A0AVK6	P05067
A0AVK6	P05067
A0AVK6	P05067
A0AVK6	P05067
A0AVK6	P05067
A0AVK6	P05067
A0AVK6	P05067
A0FGR8	P02751
A0FGR8	P02751
A0FGR8	P02751
A0FGR8	P02751
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0JNT9	P01303
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0MZ66	P05413
A0PJ92	P67809
A0PJ92	P67809
A0PJ92	P67809
A0PJ92	P67809
A0PJW6	P05141
A0PJW6	P05141
A0PJW6	P05141
A0PJW6	P05141
A0S0K7	A0S0K7
A0S0K7	A0S0K7
A0S0K7	A0S0K7
A0S0K7	A0S0K7
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P20618
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P35908
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P40222
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A4E9	P48047
A1A5B4	Q12959
A1A5B4	Q12959
A1A5B4	Q12959
A1A5B4	Q12959
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1A5C7	Q7Z3S9
A1E959	Q9H0E2
A1E959	Q9H0E2
A1E959	Q9H0E2
A1E959	Q9H0E2
A1E959	Q9H0E2
A1E959	Q9H0E2
A1E959	Q9H0E2
A1E959	Q9H0E2
A1E959	Q9Y6K9
A1E959	Q9Y6K9
A1E959	Q9Y6K9
A1E959	Q9Y6K9
A1L0T0	P12956
A1L0T0	P12956
A1L0T0	P12956
A1L0T0	P12956
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	P37198
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q7Z6G3
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9UPT5
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q9Y6Y8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96EV8
A1L4H1	Q96L14
A1L4H1	Q96L14
A1L4H1	Q96L14
A1L4H1	Q96L14
A1L4H1	Q96L14
A1L4H1	Q96L14
A1L4H1	Q96L14
A1L4H1	Q96L14
A1L4H1	Q96L14
