839798	A0A178WN36
839798	Q9LP52
839799	A0A178W7M4
839799	Q9LP53
378462	Q6UL01
68889	Q8R1K1
68889	Q8R1R2
839791	A0A178WGL1
839791	B3H466
839791	B3H7L7
839791	Q9LP46
839796	F4HZY1
839796	Q9LP50
839797	A0A178WD98
839797	Q9LP51
839794	A0A178WPC0
839794	Q9LP48
839795	B3H6X4
839795	F4HZX7
11546	O88554
13358	Q8JZU2
11548	Q9DBL0
221545	A0A1U9X7F4
221545	Q0P5T2
221545	Q5SQH8
787581	A6QQ28
5989	P22670
5982	A0A087WVY3
5982	P35250
5982	Q75MT5
5983	A0A024RDQ8
5983	P40938
5980	O60673
5980	Q9UG47
5981	P35251
5987	A0A1U9X8R9
5987	P14373
5984	P35249
5985	P40937
5985	Q59GW7
83897	Q9BYR7
103630348	A0A1D6M449
83896	Q9BYR8
304543	Q5FVQ4
2555	A0A024R9X6
2555	E9PBQ7
2555	P47869
300253	Q5RKG9
300250	A0A0G2JST3
300250	Q6IMF3
665113	B2RQ80
665113	B9EKN8
665113	E9PUL9
665113	P83510
70601	Q9CS74
235380	B0V2P5
235380	Q8BPN8
101751277	A0A1D5PAJ6
53905	Q9NRD9
173155	Q9XW19
173156	Q9XW10
173151	Q9XW13
173153	Q9XW20
2542001	P87112
173158	Q9XW17
177647	P91409
177646	P91408
3346209	E1JHA2
3346209	Q59DZ7
3346208	Q59E13
57488	A0FGR8
34521	Q9VKM1
34521	X2J7U0
3346207	Q59E14
3346206	Q59DZ1
3346201	A8DYP0
100527963	A0A087WT04
100527963	Q6P1K2
100527963	U3KQ54
191464	Q23666
191467	G5ECL6
260293	Q8N118
734225	Q33DM4
11545	Q921K2
29940	B7Z1T3
29940	B7Z765
29940	Q9UL01
270	P23109
271	A0A024R098
271	B2RB47
271	Q01433
272	Q01432
273	P49418
274	A0A024RAE9
274	A0A024RAF0
274	A0A024RAF1
274	A0A024RAF6
274	A0A024RAG8
274	A0A024RAG9
274	A0A024RAI4
274	A0A024RAI5
274	A0A024RAI6
274	A0A024RAJ2
274	A0A024RAJ3
274	B7Z2Z2
274	B7Z6Y2
274	O00499
274	Q9BTH3
275	A0A024R2U7
275	P48728
276	Q6NSB3
276,278	P04745
279	P04746
279	Q53F26
842284	A0A178WNY2
842284	A0A1P8AQS2
842284	P52901
16706	A0A2I3BR95
16706	Q3UV75
16706	Q61097
842280	A0A178W5H0
842280	Q9XIE3
842281	Q9XIE2
12018	O08734
12015	Q3U9H3
12015	Q61337
12014	P97303
12017	A0A1L1SRT0
12017	Q60739
12017	Q9CUY1
213980	B7ZC91
213980	H3BLP9
245828	Q14BF8
245828	Q5NCF2
12013	P97302
12013	Q3URL4
12013	Q3US24
17258	Q60929
100017	Q8C142
810804	Q8IIB7
839422	A0A1P8AVN9
839422	O65312
839423	F4I2H1
839423	Q9LR53
831230	Q8LPL5
831232	A0A178UAW5
831232	Q9FFY6
64678	G3V679
839429	A0A178W8A7
839429	O24457
17257	Q9Z2D6
63027	A1A5C7
63027	Q9UFY2
9258	Q9Y4C4
55293	B4DIA9
55293	B4DWH4
55293	Q8IX04
9256	A7E2C5
9256	B2RUT8
9256	B7ZVZ7
9256	O95153
9256	X5D795
9256	X5DQQ3
60370	Q5T686
9255	B4DNK3
9255	Q12904
9252	O75582
55290	Q9HAW0
2541945	O13926
836648	Q9FJP2
176060	Q21281
176061	Q95YF3
176066	Q95YE8
176067	Q95YE6
176065	Q95YE9
176068	P34684
176069	P17488
181344	A0A0K3AYI6
181344	G5EBV3
818560	O22285
818561	A0A1P8AZW8
818561	O22286
818562	A0A178VW16
818562	O22287
2542005	O42853
54541	A0A024QZQ6
54541	Q9NX09
818565	Q8W487
818566	A0A178VY37
818566	B9DFG0
818566	F4IFZ9
818566	P54887
818567	A0A178VQB7
818567	A0A178VTF3
818567	A8MSE3
818567	Q8RXL0
818568	A0A178W236
818568	A0A1P8B159
818568	Q84JU6
284021	Q7Z6M3
55295	A0A024R7N5
55295	M0R1N0
55295	M0R1P3
55295	Q53HC5
821003	A0A178VIP8
821003	Q9LUT2
824073	A0A178VGZ7
824073	Q9SMU8
824072	P24101
821006	A0A178VMG0
821006	Q9LRP3
824077	A0A1I9LMN7
824077	A0A1I9LMN8
824077	Q9M3B6
824079	Q9M3B4
124359	Q8N8U2
821008	A0A178VLU0
821008	F4J563
821008	Q9LRP1
306942	Q6R556
820750	A0A178VMN1
820750	Q9ASV6
820752	A0A178VDX3
820752	O80340
114769	Q5EG05
827528	A0A178V1V4
827528	Q94EJ6
827529	A0A178UXU3
827529	O23252
827529	Q54A13
44791	A0A0B4JD11
44791	Q9NJH0
44790	Q9VB86
98845	Q99K30
399671	Q86WZ0
827520	A0A178UX21
827520	Q940I0
190336	Q9NA84
387856	Q52MB2
444424	A0A1L8H914
444424	Q6GN51
58073	Q9YI00
2873110	Q5B6Z2
829589	A0A178V358
829589	A0A1P8B6B8
829589	C6KIE6
829587	A0A178V3V2
829587	F4JKP2
829587	Q949V6
829584	A0A1P8B5T7
829584	Q9SYZ9
211550	I3PQW8
211550	Q793I8
416724	A0A1I7Q406
416724	Q5ZK03
320502	E9QA62
90313	A0A024QZ67
90313	Q8NBR0
90316	Q8IUE1
90317	Q08AN1
851169	P05739
851168	P32366
2541878	Q09774
2541879	P40899
222229	A0A140VJD0
222229	Q9UFC0
851163	P06701
851162	P33442
851161	Q12745
851160	P36517
851167	Q06204
2541871	P41412
2541872	P40386
851164	Q06200
825243	A0A178VGF1
825243	A0A1I9LQV4
825243	A0A1I9LQV5
825243	Q6NKQ9
3361429	Q8TFG7
330554	Q69ZT1
112950	Q96G25
948440	P0A9S5
948443	P0A8Q6
824695	F4JFB9
824695	Q94AL3
824694	A8MS83
824694	Q9M3C3
824690	Q9M3C7
824693	Q9C5S1
3638928	A0A1D8PU33
825242	A0A1I9LM94
825242	A0A1I9LM95
825242	Q9LZZ2
828181	A0A178UVW5
828181	B3H429
828181	O04616
828183	A0A178UV45
828183	Q9S7H1
13052	P97792
237523	P0C5E4
828188	A0A1P8B8P5
828188	Q0WRC9
222223	A8MWY0
222223	B4E116
735019	A0A1L8H7B4
735019	Q2TAF7
395232	Q8JFP1
844288	A0A178W4C4
844288	Q9AV97
844289	Q9SAJ8
826698	A0A178UWD5
826698	F4JN75
826698	F4JN76
826698	Q9SN57
844285	P47996
817147	A0A178VR17
817147	O80990
844280	A0A178WB42
844280	Q940T0
826692	A0A1P8B7Y2
826692	A0A2H1ZEM1
826691	Q93YV9
826690	O65155
826690	Q0WP62
8674098	M9NEL1
8674098	Q9VXF1
175089	A5PEX5
175089	Q9U245
3636489	A0A1D8PP43
14964	P01899
14964	Q792Z7
175084	Q9XW01
175086	Q8MYL7
175086	U4PE16
175081	G5EFV4
175080	Q9U297
20254	Q03517
20254	Q4W8U9
40966	A0A0B4KFU2
40966	Q8I8V0
40967	Q7KSV7
40967	Q95T08
40965	Q9VHV1
40962	A0A0B4KFB6
40962	B7Z0V4
40962	P91623
40963	Q9VHV3
40960	A0A0B4LGT9
40960	Q9VHV6
40961	A0A0B4LGT4
40961	Q9VHV5
29765	Q9NZQ9
828236	A0A1P8B7S2
828236	O65416
29767	Q9NZR1
29766	Q9NYL9
29761	Q9UHP3
29760	Q2MD54
29760	Q2MD59
29760	Q8WV28
29763	Q9UKS6
828230	A0A1P8B5K0
828230	A0A1P8B5K2
828230	A0A1P8B5L3
828230	F4JGU5
828230	Q7Y1C5
1176	F5H459
1176	Q92572
1175	M0QYZ2
1175	M0R0N4
1175	P53680
1175	X6R390
1174	A0A024QYT6
1174	P61966
1173	B4DNB9
1173	E9PFW3
1173	Q96CW1
29929	Q9Y672
23509	Q9H488
23506	Q6AI39
1490001	P18095
23504	O15034
23503	Q68DK2
1490006	Q02842
1179	A8K7I4
1178	Q05315
179854	Q9XVL7
179854	Q9XVM0
179853	Q9XXT5
179850	Q20719
179851	Q20727
1610	A0A024RBI1
1610	P14920
179859	G5EEP6
179859	H9G306
2540479	P35551
2540473	O14356
2540472	O43011
2540471	Q12126
2540470	P54789
812007	A0A144A3T1
812007	Q7KQL9
2540474	O74792
174680	G5EDD4
178102	Q23595
178101	Q23593
178107	C1P633
178107	C1P634
178107	C1P635
178107	C6KRJ8
178107	D3YT29
174685	G5EDC5
174685	G5EE54
174685	L8E6H9
174685	L8E6L2
174685	L8E6W1
174685	L8E6Z3
174685	L8E7X5
174685	Q8I120
174685	Q9BMN8
174685	V6CIQ1
174685	V6CJV7
174686	Q20135
178104	P22981
174689	Q17336
29920	A0A087WTV6
29920	A0A0S2Z5U6
29920	Q96C36
816283	A0A178VXK4
816283	Q6NQN8
100287362	E5RG02
12833	B0LAD9
12833	Q04857
12831	B1AWB9
12831	O88207
66129	Q9D1A0
12837	Q00780
8548	A0A024R921
8548	Q9H2G9
83850	A0FGR9
8545	Q9UFW8
8544	A0A024RBX6
8544	O00625
8547	O75636
8547	Q6UXM4
8547	Q6UY50
8546	A0A0S2Z5J4
8546	O00203
8541	O75145
8540	B7Z3Q4
8540	O00116
8543	P61968
8542	B1AH95
8542	O14791
8542	Q2KHQ6
100158425	A0A1L8H7M8
100158425	B1WBC3
66505	D3YXX1
66505	Q3UKS1
66505	Q6PD13
66505	Q8BJZ0
66505	Q8R5C8
174358	Q21526
174353	G5ECL1
174350	G5EEM5
174351	Q19713
50417	Q9W2U8
174357	B7WN91
174357	Q21524
50415	M9PJG5
50415	Q9W2X3
55629	A0A024RAC2
55629	Q9NPJ4
55628	Q9C0G0
100337618	P30944
100506164	A0A140VK21
100506164	Q9UBD0
55623	A0A024R388
55623	B4DFY9
55623	Q6MZT3
55623	Q9NXG2
55622	B4DRC7
