Q74RZ6	632
P31119	83333
A6TDH2	272620
Q7N7A9	243265
Q8ZMA4	99287
P61221	9606
A8AP56	290338
Q8LPJ4	3702
P61222	10090
A4WE11	399742
Q6D107	218491
Q9LID6	3702
A7MR36	290339
P36154	559292
Q9SR25	3702
Q9RVM9	243230
A8MR89	3702
O24999	85962
Q9C9G6	3702
P53382	272631
P9WJN7	83332
P53383	1111708
Q0CLX3	341663
Q6BS08	284592
A1CX69	331117
Q6C7U0	284591
A7KAL2	500485
Q2UGZ7	510516
Q2H6X2	306901
Q4P0K0	237631
A7TIZ4	436907
Q5A649	237561
Q52EB3	242507
Q9FG01	3702
Q1DN93	246410
Q5BCU8	227321
Q75CH3	284811
P0CP70	214684
Q6CSX2	284590
A1CHL6	344612
Q0UY20	321614
Q86CS2	44689
P53104	559292
Q4WPF2	330879
A7F0W2	665079
A2QIL5	425011
Q6FL58	284593
Q7RX99	367110
Q9Y7T4	284812
A2A5R2	10090
Q3UGY8	10090
G3X9K3	10090
Q7TSU1	10116
F4IXW2	3702
Q08965	559292
A2BIJ3	7955
D4A631	10116
Q9LPC5	3702
F4JN05	3702
Q5BJ78	8364
Q5ZIJ0	9031
Q8R149	10090
Q9LZX8	3702
Q3SX22	9913
F4JSZ5	3702
O46382	9913
Q9Y6D6	9606
Q9Y6E2	9606
Q5TH69	9606
Q9NW68	9606
B5BT18	3702
Q803N9	7955
Q5R7L4	9601
Q8NDD1	9606
Q14692	9606
Q5ZL42	9031
Q91VK1	10090
Q9YCL9	272557
Q2RRV2	269796
Q9CRW3	10090
Q5ZLT7	9031
Q3KRF3	10116
D4GQN9	309800
G4RJY5	768679
Q8CIL4	10090
Q5ZIK6	9031
Q9Y6D5	9606
O94653	284812
P30640	6239
Q6PD83	7955
Q6P2Z0	8364
Q9WTT7	10116
P42351	1111708
Q4QQU1	10116
Q9CQC6	10090
Q9BRD0	9606
Q7L1Q6	9606
Q80Y55	10090
O14981	9606
Q57822	243232
Q32KX9	9913
Q3KRA6	9606
A4IGN3	8364
Q66I85	7955
Q09651	6239
P13994	9606
Q54WR5	44689
Q1LUC1	7955
Q6P7P5	10116
Q66IB8	7955
Q5RBS7	9601
Q7K0F0	7227
D5ARP7	272942
Q32PZ9	10116
Q9D6J3	10090
P14532	208964
Q5EA37	9913
Q9D516	10090
Q54TR4	44689
Q9BW85	9606
Q9CQA6	10090
Q9BSY4	9606
Q28GG4	8364
P55929	228410
Q96BP2	9606
A5YKK6	9606
Q8WYQ3	9606
Q9Y6H1	9606
P0CM86	214684
Q8K0C8	10090
P24011	224308
Q8BT51	10090
Q6ZQ08	10090
A0JP85	8364
A8E4L1	9913
P38824	559292
Q5CZQ0	7955
Q1CW50	246197
Q4P821	237631
Q5RI15	9606
Q6DH88	7955
G2TRP9	284812
Q75D94	284811
Q6CIT9	284590
A1A5H6	7955
Q49B96	9606
Q75D23	284811
Q04935	559292
Q04441	398511
O14056	284812
Q9D7J4	10090
Q52F10	242507
A8X769	6238
P00082	648757
Q6PBF4	8364
P00038	7460
Q753F4	284811
P62894	9913
P00004	9796
P32556	284590
P00002	9544
O23138	3702
Q640U4	8364
P00044	559292
Q2RVM4	269796
Q8UJ37	176299
Q74H36	243231
Q2RY11	269796
Q5AL13	237561
Q9P7C5	284812
Q23240	6239
O60141	284812
P15452	608538
Q8F1F5	189518
P28320	559292
Q4PI72	237631
Q5AWZ6	227321
Q3SZT9	9913
Q05389	272942
P00011	9615
Q4HVX7	229533
P99999	9606
Q0DI31	39947
O13393	322104
Q4N594	5875
P38226	559292
A2QS00	425011
Q6CRF4	284590
A5DLF4	294746
A7TJ71	436907
A1DE84	331117
A7F8V8	665079
Q56Y11	3702
Q570Q8	3702
Q8K363	10090
Q1MTD4	7955
Q9ACU1	100226
P00020	8839
P67881	9031
P00043	284592
P00060	4081
P04657	7227
P19974	6239
A8WQY3	6238
P00015	10090
Q53143	272943
A2Y4S9	39946
P99998	9598
P00008	9986
Q0CMM5	341663
Q1EB31	246410
Q9UTP9	284812
Q2UE66	510516
Q2GZU7	306901
Q6BKH3	284592
Q4P0Y5	237631
Q4W9Z9	330879
Q7RWR8	367110
P46947	559292
P95339	228410
Q5SME3	300852
P04032	882
Q7RZ35	367110
A1CB55	344612
Q59S50	237561
Q6CK32	284590
A5DAR2	294746
Q8RX73	3702
Q8LAR7	3702
Q75AG5	284811
P0CN00	214684
Q45233	224911
Q6FL63	284593
Q6CJ08	284590
Q6CAX1	284591
P00091	258594
P10715	10116
P00045	559292
Q1KL06	31033
P25400	284593
Q6IQM2	7955
P38091	227321
P00056	4577
P67882	9103
P62897	10090
P62895	9823
P62898	10116
P00061	4113
Q4SG99	99883
A5E3K3	379508
Q0CF43	341663
Q1E9T9	246410
Q6C835	284591
Q4WM60	330879
Q0UMB9	321614
A7ESL8	665079
Q9H8H2	9606
Q6BU18	284592
O94417	284812
Q9T0G2	3702
Q47945	290633
Q1KKS2	31033
P30323	224911
Q9ZDS2	272947
Q869N1	44689
Q6WUX8	9595
P00048	367110
B4USV4	30611
P00046	284812
P84029	7227
P00106	208964
P53698	237561
Q5RFH4	9601
Q4UEA0	5874
P62896	9940
Q6C9Q0	284591
Q02554	559292
P00068	4565
Q5BFU1	227321
A3GGE9	322104
Q6CGD1	284591
Q4WV71	330879
Q8TFL3	284593
Q5BGX6	227321
Q54Q94	44689
Q8JHJ2	7955
Q61R02	6238
Q9VHU1	7227
Q2UHB7	510516
Q2H2J1	306901
P0CQ82	214684
Q4P5U4	237631
P0CQ94	214684
A4QX49	242507
Q7S873	367110
Q8GY03	3702
Q9VD51	7227
Q54EC2	44689
Q5AF95	237561
A1CTZ2	344612
Q4IAS1	229533
Q8S2T1	3702
Q99KU1	10090
Q6FPT7	284593
Q6BXG0	284592
A1DNF9	331117
Q754J2	284811
Q4HZ68	229533
A3LWH3	322104
A7TNT1	436907
Q5ZJF6	9031
P20448	559292
Q0UHM7	321614
O60173	284812
O80458	3702
P34640	6239
Q6ZPL9	10090
Q68CQ4	9606
A2RA55	425011
P36120	559292
Q8LED0	3702
Q75C76	284811
A4RGU2	242507
Q13206	9606
Q54S03	44689
Q9NVP1	9606
Q869P0	44689
Q6NZQ2	10090
Q2NL08	9913
Q80Y44	10090
Q5ZLN8	9031
Q86SQ9	9606
Q5M9G7	10116
P9WFF7	83332
Q54RD4	44689
Q5ZLG3	9031
Q8BTT6	10090
Q9WVF7	10090
Q6CUS7	284590
Q8NHQ9	9606
P38119	272631
Q6PEH4	7955
Q642T7	8364
Q47RM6	269800
A0R0S4	246196
Q9URU2	284812
P54858	559292
F4HW04	3702
F4IFN6	3702
Q752B8	284811
P0CN26	214684
P87154	284812
A1CF47	344612
Q6BH91	284592
Q7RYN6	367110
A6RBE9	339724
Q2UEF7	510516
Q1E0G9	246410
Q5B4J6	227321
Q6C4J0	284591
P21951	559292
Q0C9M9	341663
Q54I81	44689
Q99LC8	10090
Q9USP0	284812
P49770	9606
Q09924	284812
P47823	9986
P56287	284812
Q07864	9606
Q4WXH8	330879
O93845	227321
Q6FNY7	284593
Q6BNG2	284592
Q4PFV5	237631
Q09867	284812
P34604	6239
Q5E9B4	9913
Q99LD9	10090
Q3T058	9913
Q9UI10	9606
Q8CHW4	10090
P32501	559292
Q6FTQ8	284593
A1CYY6	331117
A7EPT0	665079
Q5RAR0	9601
P14741	559292
P32502	559292
Q61749	10090
Q64350	10116
Q5AK42	237561
A5E2Z7	379508
A7TMK6	436907
Q9UT76	284812
P87163	237561
O74423	284812
Q75D81	284811
A8N5J5	240176
A5DID3	294746
Q6CFG6	284591
Q4WI71	330879
A3LNR4	322104
Q54EY2	44689
Q28690	9986
Q90511	31033
Q8U3J1	186497
A2QNW5	425011
Q6CXA6	284590
Q74Z73	284811
Q0CZS8	341663
Q2GMX1	306901
P0CQ84	214684
Q6CXB7	284590
Q0UR48	321614
Q09916	284812
Q09254	6239
Q2UUN6	510516
Q03532	559292
Q9LMM0	3702
Q5R6J7	9601
P97564	10116
Q14DK4	10090
A3FPG8	9913
Q5XF03	3702
P36148	559292
A1CIQ5	344612
P98192	10090
Q9FZ22	3702
Q86UL3	9606
A2Q9T6	425011
Q6FIL3	284593
A1CW14	331117
Q4P6N0	237631
Q5BBY1	227321
A4R8B5	242507
A5DID7	294746
Q4WQM4	330879
Q4IEK8	229533
Q7S2N9	367110
A3LNR6	322104
Q6STH5	3702
Q5AK59	237561
Q1EA54	246410
Q6BH93	284592
A5E2Z9	379508
Q6C7D2	284591
Q2H6A9	306901
P0CN34	214684
A4RMA9	242507
Q3E705	559292
Q0IIF2	9913
Q63186	10116
Q54RF3	44689
Q0U913	321614
Q4PFU7	237631
Q64270	10116
Q54FM3	44689
P41111	9986
P12754	559292
Q13144	9606
Q99382	559292
Q96ND0	9606
A6QLJ0	9913
O08811	10090
Q14232	9606
Q62818	10116
Q55G81	44689
P18074	9606
Q54QK1	44689
Q9UUG0	284812
Q8W4M7	3702
Q05B67	9913
Q8BGY7	10090
Q9H5X1	9606
Q5XIJ4	10116
Q96KR6	9606
A4IJ20	8364
Q3T0U7	9913
Q9DCL2	10090
Q5ZML6	9031
Q5RE99	9601
Q9D8B6	10090
P34229	284591
P07149	559292
Q8C0N2	10090
O80437	3702
Q9ES71	10116
Q9SHJ5	3702
F1S5L4	9823
Q9SYJ2	3702
A4IF87	9913
O15228	9606
Q5GJ77	9913
Q9HCL2	9606
Q5ZLL8	9031
Q4V8J4	10116
Q8K2C8	10090
P32784	559292
Q6DG38	7955
Q9LHS7	3702
A3KGT9	7955
Q61586	10090
Q53EU6	9606
Q9CAY3	3702
Q05549	559292
A9X4U2	3702
Q0JJS8	39947
Q67ZE1	3702
Q7Z6Z7	9606
O13983	284812
Q6NZJ6	10090
Q9S825	3702
Q95L46	9913
P79398	9986
Q22918	6239
P59325	10090
Q7TMY8	10090
O73777	9031
P55876	4577
P41110	9986
Q5R7J9	9601
Q07205	10116
Q9VXK6	7227
P38431	559292
Q04637	9606
Q5R4L0	9601
Q54LA1	44689
Q62448	10090
O43432	9606
Q9C8F1	3702
Q09689	284812
P78344	9606
Q80XI3	10090
P55010	9606
Q89KP7	224911
Q9KA67	272558
O31751	224308
O51146	224326
Q8F144	189518
Q9K1G6	122586
Q7MXJ4	242619
Q7V6T7	74547
Q8XZI7	267608
Q7UF53	243090
Q8DXD5	208435
Q8DI29	197221
O83612	243276
P58563	103690
Q82IC1	227882
Q8FNG2	196164
Q9XA06	100226
Q81WL2	1392
Q5WFT2	66692
Q8G7Y3	206672
Q8XJQ9	195102
Q8RE08	190304
Q895K8	212717
Q74IR9	257314
Q8EQU9	221109
Q7VBI9	167539
Q7V102	59919
Q98MB9	266835
Q49X45	342451
Q99XY1	301447
Q8DRB3	171101
Q55482	1111708
Q5SH15	300852
Q7M7V7	273121
Q82BS5	227882
Q83GG2	203267
Q819Y1	226900
Q8A1E0	226186
Q9PP99	192222
Q6NYV8	7955
Q28FL7	8364
Q9VWH8	7227
Q8TBQ9	9606
Q54HH9	44689
Q6UWP7	9606
B5G2S6	59729
Q9NRX6	9606
Q3UN02	10090
Q8TGJ3	559292
Q5F3X0	9031
Q9H0A0	9606
O01757	6239
Q9W3C1	7227
Q0MQB1	9598
Q8LGE7	3702
Q0MQB0	9595
P21976	367110
P37293	559292
Q55EJ3	44689
Q8K224	10090
P42029	9913
P0CB91	9601
Q99LJ8	10090
O14193	284812
P87115	284812
P53914	559292
Q9DCJ5	10090
Q9ZV87	3702
P51970	9606
C1K5M2	4081
Q1MTQ9	284812
P87112	284812
Q96E22	9606
Q56P27	9823
Q4T2X8	99883
Q9SQT4	3702
O46106	7227
P53317	559292
Q6DHR8	7955
Q88FX8	160488
P25655	559292
Q503P2	7955
Q9WV50	10116
Q5R9J1	9601
O69583	272631
O13834	284812
Q01329	559292
Q10222	284812
Q03195	559292
G0SEV9	759272
O60102	284812
Q9YF79	272557
B8D5W2	490899
O24785	64091
O28362	224325
P60832	267377
A3DNB5	399550
Q5XUX6	3702
Q9D4G9	10090
A6UWU6	419665
Q57903	243232
Q5JDH8	69014
Q2KIB9	9913
Q3UFY0	10090
B2B720	515849
B6QVD3	441960
A7TMH4	436907
Q5ZHV8	9031
Q7XRV0	39947
Q02685	559292
A8AA22	453591
A5UL80	420247
Q9P7W9	284812
A1RXG4	368408
A4IF98	9913
Q10160	284812
Q5M882	10116
Q8U007	186497
P60835	273075
Q7ZVM9	7955
Q9H9A7	9606
P22527	272569
A2BMC7	415426
Q8TRT9	188937
Q8PV42	192952
Q2NFW5	339860
A9A5I7	436308
P60833	273057
C6A168	604354
Q9CR08	10090
C5GLN0	559297
A2R4K5	425011
Q4PI84	237631
Q12ZU3	259564
Q8TGY6	190192
O26119	187420
P60834	273063
C5FRS7	554155
Q4WDF7	330879
Q5AYR9	227321
